Loss  accuracy
10.9553	0.3654
2.0277	0.5010
2.2247	0.4898
3.7476	0.4941
4.0644	0.4892
3.6721	0.4648
2.7340	0.4869
1.4694	0.5306
0.6378	0.6073
0.3973	0.6944
0.3912	0.7062
0.4593	0.8183
0.4167	0.6678
0.3651	0.9013
0.4956	0.6371
0.7235	0.5252
0.3881	0.7092
0.2602	0.9424
0.4748	0.6432
0.3460	0.7541
0.2154	0.9852
0.4082	0.6921
0.2987	0.8141
0.1716	0.9972
0.3697	0.7364
0.4012	0.7127
0.1846	0.9864
0.8170	0.8313
3.3777	0.4959
3.8364 	0.4870
2.8258	0.5080
1.9076	0.4972
0.8001	0.6032
0.1628	0.9783
0.2321	0.9973
0.1065	1.0000
0.1064	1.0000
0.0768	0.9993
0.1447	0.9910
0.2374	0.9107
0.1361	1.0000
0.0756	1.0000
0.047	1.0000
0.0446	1.0000
0.0433	1.0000
0.0461	1.0000
0.0624	1.0000
0.0499	1.0000
0.3345	0.8954
1.6881	0.4762
1.4183	0.5308
0.5772	0.6744
0.1289	0.9838
0.0518	0.9967
0.0644	1.0000
0.0680	1.0000
0.0444	1.0000
0.0354	1.0000
0.0603	0.9968
0.2933	0.8470
0.2950	0.8515
0.1229	1.0000
0.0480	1.0000
0.0435	0.9986
0.1980	0.9134
0.3157	0.7900
0.1374	0.9728
0.0585	1.0000
0.0292	1.0000
0.1211 	0.9973
0.0713	1.0000
0.0853	1.0000
0.0602	1.0000
0.0337	1.0000
0.0260	1.0000
0.0178	1.0000
0.0233	0.9958
0.0380	1.0000
0.0393	1.0000
0.0324	1.0000
0.0258	1.0000
0.0288	0.9993
0.0624	0.9995
0.1509	0.9959
0.1005	1.0000
0.0463	1.0000
0.0265	1.0000
0.0173	1.0000
0.0675	0.9913
1.2862	0.5742
2.2760	0.5109
1.0645	0.6170
0.1736	0.9425
0.0229	1.0000
0.2627	0.9919
0.0728	1.0000
0.0646	1.0000
0.0392	1.0000
0.0257	1.0000
0.0191	1.0000
0.0135	1.0000
0.0111	1.0000
0.0143	0.9990
0.0528	1.0000
0.1110	0.9973
0.0755	1.0000
0.0395	1.0000
0.0219	1.0000
0.0154	1.0000
0.0133	1.0000
0.0204	0.9986
0.0812	0.9951
0.1720	0.9447
0.0751	1.0000
0.0299	1.0000
0.0191	1.0000
0.0131	1.0000
0.0111	1.0000
0.0094	1.0000
0.0092	1.0000
0.0077	1.0000
0.0078	1.0000
0.0072	1.0000
0.0071	1.0000
0.0071	1.0000
0.0088	1.0000
0.0116	1.0000
0.0120	1.0000
0.0122	1.0000
0.0108	1.0000
0.0093	1.0000
0.0081	1.0000
0.0067	1.0000
0.0068	1.0000
0.0062	1.0000
0.0070	1.0000
0.0073	1.0000
0.0070	1.0000
0.0068	1.0000
0.0061	1.0000
0.0058	1.0000
0.0061	1.0000
0.0057	1.0000
0.0055	1.0000
0.0064	1.0000
0.0056	1.0000
0.0058	1.0000
0.0057	1.0000
0.0056	1.0000
0.0053	1.0000
0.0061	1.0000
0.0071	1.0000
0.0071	1.0000
0.0072	1.0000
0.0061	1.0000
0.0058	1.0000
0.0059	1.0000
0.0066	1.0000
0.0062	1.0000
0.0057	1.0000
0.0058	1.0000
0.0918	0.9714
1.3628	0.5708
0.9215	0.6653
0.0799	0.9757
0.0202	0.9995
0.3353	0.8523
0.4353	0.7715
0.0638	1.0000
0.2182	0.9919
0.0194	1.0000
0.0153	1.0000
0.0123	1.0000
0.0095	1.0000
0.0084	1.0000
0.0068	1.0000
0.0061	1.0000
0.0058	1.0000
0.0054	1.0000
0.0049	1.0000
0.0053	1.0000
0.0051	1.0000
0.0051	1.0000
0.0087	0.9978
0.0510	0.9993
0.0757	0.9919
0.0416	1.0000
0.0204	1.0000
0.0107	1.0000
0.0082	1.0000
0.0068	1.0000
0.0058	1.0000
0.0056	1.0000
0.0050	1.0000
0.0046	1.0000
0.0051	1.0000
0.0059	1.0000
0.0062	1.0000
0.0061	1.0000
